src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,sumDuration,minDuration,maxDuration,meanDuration,stdDuration,flows,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.125,224.0.0.251,5353,5353,fc:d9:08:de:d9:c6,8c:c6:81:20:72:c2,17,2022-07-18 16:56:39,29973399.877548218,18.716595457701846,0.10008874576311147,0.10008874576311147,0.0,3,0,561,0,289.0,136.0,187.0,72.12489168102785,0.0,0.0,0.0,0.0,289,136,187.0,72.12489168102785,5202.0,24,0,8,3,14986699.938774109,19937870.025634766,10035529.851913452,4951170.086860657,29973399.877548218,19937870.025634766,10035529.851913452,14986699.938774109,4951170.086860657,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,187.0,0,0,0.0,0.0,0.0,0.0,10035529.851913452,9902340.173721313,9968935.012817383,66594.83909606934,0.0,0.0,0.0,0.0,0.0,0.0,29.973399877548218,29.973399877548218,29.973399877548218,0,0,1,187.0,0.0,0,3,0,561,0
192.168.0.160,224.0.0.251,5353,5353,c0:b5:d7:2d:8d:df,8c:c6:81:20:72:c2,17,2022-07-18 16:56:49,19941117.04826355,63.78780069949814,0.15044292617806165,0.15044292617806165,0.0,3,0,1272,0,424.0,424.0,424.0,0.0,0.0,0.0,0.0,0.0,424,424,424.0,0.0,0.0,24,0,8,3,9970558.524131775,12140859.127044678,7800257.921218872,2170300.602912903,19941117.04826355,12140859.127044678,7800257.921218872,9970558.524131775,2170300.602912903,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,424.0,0,0,0.0,0.0,0.0,0.0,7800257.921218872,4340601.205825806,6070429.563522339,1729828.3576965332,0.0,0.0,0.0,0.0,0.0,0.0,19.94111704826355,19.94111704826355,19.94111704826355,0,0,1,424.0,0.0,0,3,0,1272,0
192.168.0.1,239.255.255.250,50026,1900,04:95:e6:33:0c:d0,01:00:5e:7f:ff:fa,17,2022-07-18 16:57:11,0.7152557373046875,3811224234.6666665,11184810.666666666,11184810.666666666,0.0,8,0,2726,0,378.0,304.0,340.75,32.59888801784503,0.0,0.0,0.0,0.0,378,304,340.75,32.59888801784503,1062.6875,64,0,8,8,0.10217939104352679,0.476837158203125,0.0,0.17367156960599026,0.7152557373046875,0.476837158203125,0.0,0.10217939104352679,0.17367156960599026,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,340.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.0,8.0,0.0,0.0,3341462186.6666665,0.0,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,0,0,1,340.75,0.0,0,8,0,2726,0
192.168.0.159,172.217.3.142,50193,443,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:02,11132961.03477478,1083.5392275532233,2.8743476151623266,1.526997170554986,1.3473504446073408,17,15,7229,4834,1292.0,75.0,425.2352941176471,503.90528164722815,1292.0,67.0,322.26666666666665,383.8649878393299,1292,67,376.96875,454.54039179531395,206606.9677734375,136,120,8,17,359127.7753153155,10816358.3278656,0.2384185791015625,1909311.575839918,11124650.955200195,10825971.126556396,23.365020751953125,695290.6847000122,2615839.2592514437,11088629.007339478,10831647.157669067,0.2384185791015625,792044.929095677,2784588.238041038,0,0,0,0,1,0,0,0,0,0,0,0.8823529411764706,376.96875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.0,5.0,0.0,0.0,3265675.808118081,0.0,11.13296103477478,11.13296103477478,11.13296103477478,0,0,1,425.2352941176471,322.26666666666665,0,17,15,7229,4834
192.168.0.159,192.168.0.1,43452,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:14,1566.4100646972656,144278.9503805175,1276.8048706240488,638.4024353120244,638.4024353120244,1,1,89,137,89.0,89.0,89.0,0.0,137.0,137.0,137.0,0.0,137,89,113.0,24.0,576.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,113.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015664100646972656,0.0015664100646972656,0.0015664100646972656,0,0,1,89.0,137.0,0,1,1,89,137
192.168.0.159,34.122.121.32,53832,80,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,6,2022-07-18 16:57:14,1224910.4976654053,858.0218734373926,9.796634140103436,5.714703248393671,4.081930891709765,7,5,565,486,153.0,66.0,80.71428571428571,29.716346082413903,214.0,66.0,97.2,58.48213402399061,214,66,87.58333333333333,44.79110464763685,2006.2430555555554,140,100,20,1,111355.49978776411,1024094.820022583,43.63059997558594,289575.68153936684,1174078.9413452148,1024094.820022583,189.5427703857422,195679.8235575358,372202.47197227814,148822.06916809082,51347.49412536621,435.3523254394531,37205.517292022705,21325.77936426539,0,0,0,0,1,0,0,0,0,0,0,0.7142857142857143,87.58333333333333,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2249104976654053,1.2249104976654053,1.2249104976654053,0,0,1,80.71428571428571,97.2,0,7,5,565,486
192.168.0.159,192.168.0.1,47616,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:16,1574.5162963867188,130833.8316172017,1270.2313749242883,635.1156874621441,635.1156874621441,1,1,80,126,80.0,80.0,80.0,0.0,126.0,126.0,126.0,0.0,126,80,103.0,23.0,529.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015745162963867188,0.0015745162963867188,0.0015745162963867188,0,0,1,80.0,126.0,0,1,1,80,126
192.168.0.159,172.217.15.10,48352,443,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:16,317648.88763427734,25317.261646636383,50.37008037132332,28.33317020886937,22.036910162453953,9,7,3812,4230,1292.0,75.0,423.55555555555554,483.0449970093909,1292.0,67.0,604.2857142857143,595.9493541007165,1292,67,502.625,542.8336387651377,294668.359375,72,56,8,9,21176.592508951824,102576.97105407715,0.2384185791015625,39978.85310624259,317648.88763427734,103061.67602539062,54.836273193359375,39706.11095428467,48042.49922321681,115617.27523803711,103878.73649597168,0.2384185791015625,19269.545873006184,38069.47014478827,0,0,0,0,1,0,0,0,0,0,0,0.7777777777777778,502.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3064.0,4.0,0.0,0.0,29629.901288592646,0.0,0.31764888763427734,0.31764888763427734,0.31764888763427734,0,0,1,423.55555555555554,604.2857142857143,0,9,7,3812,4230
192.168.0.159,216.58.195.227,36640,443,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:16,512503.38554382324,18148.172797201332,39.0241324528574,21.46327284907157,17.56085960378583,11,9,4004,5297,1292.0,75.0,364.0,461.3962997841936,1292.0,67.0,588.5555555555555,572.4809770951367,1292,67,465.05,526.3538234875853,277048.3475000001,88,72,8,11,26973.86239704333,131740.80848693848,0.2384185791015625,42695.78737498454,380762.57705688477,102624.89318847656,98.46687316894531,38076.25770568848,41505.1158663458,308209.4192504883,157866.4779663086,0.2384185791015625,38526.177406311035,55879.469728350996,0,0,0,0,1,0,0,0,0,0,0,0.8181818181818182,465.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5125033855438232,0.5125033855438232,0.5125033855438232,0,0,1,364.0,588.5555555555555,0,11,9,4004,5297
192.168.0.159,192.168.0.1,58881,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:17,3621.816635131836,80622.52438944111,552.2090711605556,276.1045355802778,276.1045355802778,1,1,98,194,98.0,98.0,98.0,0.0,194.0,194.0,194.0,0.0,194,98,146.0,48.0,2304.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003621816635131836,0.003621816635131836,0.003621816635131836,0,0,1,98.0,194.0,0,1,1,98,194
192.168.0.159,192.168.0.1,45368,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:17,3640.890121459961,77178.92895029795,549.3162202868182,274.6581101434091,274.6581101434091,1,1,98,183,98.0,98.0,98.0,0.0,183.0,183.0,183.0,0.0,183,98,140.5,42.5,1806.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,140.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003640890121459961,0.003640890121459961,0.003640890121459961,0,0,1,98.0,183.0,0,1,1,98,183
192.168.0.159,192.168.0.1,58619,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:18,3695.964813232422,63312.291059218165,541.1306928138305,270.56534640691524,270.56534640691524,1,1,85,149,85.0,85.0,85.0,0.0,149.0,149.0,149.0,0.0,149,85,117.0,32.0,1024.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,117.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003695964813232422,0.003695964813232422,0.003695964813232422,0,0,1,85.0,149.0,0,1,1,85,149
192.168.0.159,192.168.0.1,52052,53,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:57:18,48517.94242858887,4843.5689610268355,41.22186349810073,20.610931749050366,20.610931749050366,1,1,85,150,85.0,85.0,85.0,0.0,150.0,150.0,150.0,0.0,150,85,117.5,32.5,1056.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,117.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04851794242858887,0.04851794242858887,0.04851794242858887,0,0,1,85.0,150.0,0,1,1,85,150
192.168.0.159,192.168.0.160,55350,8009,8c:c6:81:20:72:c2,c0:b5:d7:2d:8d:df,6,2022-07-18 16:56:39,75094634.77134705,83.4946467093328,0.5992438759043024,0.39949591726953493,0.19974795863476746,30,15,3630,2640,176.0,66.0,121.0,55.0,176.0,176.0,176.0,0.0,176,66,139.33333333333334,51.85449728701348,2688.8888888888882,600,300,20,15,1706696.244803342,10007675.886154175,27.65655517578125,2598981.559991819,75094634.77134705,10007675.886154175,2891.7789459228516,2589470.1645292086,2821808.2519722385,75089943.40896606,10011057.85369873,5004137.754440308,5363567.386354719,1288982.4929569447,0,0,0,0,1,0,0,0,0,0,0,0.5,139.33333333333334,501,1408,0.0,0.0,0.0,0.0,5005842.685699463,5001689.672470093,5003766.179084778,2076.5066146850586,0.0,0.0,0.0,0.0,0.0,0.0,75.09463477134705,75.09463477134705,75.09463477134705,0,0,1,121.0,176.0,0,30,15,3630,2640
192.168.0.159,172.217.15.10,50696,443,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,17,2022-07-18 16:56:39,78898567.43812561,115.29993883772495,1.216752130199142,0.5830270623870889,0.6337250678120532,46,50,4395,4702,545.0,75.0,95.54347826086956,95.82563570082341,279.0,67.0,94.04,68.64399755259012,545,67,94.76041666666667,82.79313387288256,6854.703016493055,368,400,8,46,830511.2361907959,7077908.754348755,0.2384185791015625,1869830.4269825455,78667320.728302,7096496.820449829,41409.73091125488,1748162.6828511555,2416495.2402640823,78882962.94212341,7077908.754348755,0.2384185791015625,1609856.3865739473,2358092.8256639335,0,0,0,0,1,0,0,0,0,0,0,1.0869565217391304,94.76041666666667,0,0,5476735.591888428,4800441.265106201,5225023.34912618,301945.3489422781,3201140.1653289795,378782.7491760254,2041391.827843406,1128718.922119287,0.0,0.0,0.0,0.0,0.0,0.0,78.89856743812561,78.89856743812561,78.89856743812561,0,0,1,95.54347826086956,94.04,0,46,50,4395,4702
192.168.0.159,35.186.224.47,38386,443,8c:c6:81:20:72:c2,04:95:e6:33:0c:d0,6,2022-07-18 16:56:41,62053079.12826538,16.775960429751198,0.1933828291613971,0.09669141458069855,0.09669141458069855,6,6,525,516,109.0,66.0,87.5,21.5,106.0,66.0,86.0,20.0,109,66,86.75,20.777090749188154,431.6875,120,120,20,3,5641189.011660489,30948423.147201538,39.10064697265625,11929544.376304457,62053079.12826538,30948423.147201538,51573.51493835449,12410615.825653076,15135352.008786282,62033524.51324463,30968562.841415405,33000.46920776367,12406704.902648926,15154077.657694725,0,0,0,0,1,0,0,0,0,0,0,1.0,86.75,501,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.05307912826538,62.05307912826538,62.05307912826538,0,0,1,87.5,86.0,0,6,6,525,516
